,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
135,bqskit_dtc_24_2.724_27240,bqskit_dtc_24_2.724_27240_1e-08_ScanPartitioner3_QSearch,24,3.797774314880371,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.916666666666667,22.166666666666668,1.916666666666666,3.833333333333333,,False,BQSkit
136,bqskit_dtc_24_2.724_27240,bqskit_dtc_24_2.724_27240_1e-08_ScanPartitioner3_LEAP,24,4.243496417999268,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.916666666666667,23.416666666666668,1.916666666666666,4.083333333333333,,False,BQSkit
137,bqskit_dtc_24_2.724_27240,bqskit_dtc_24_2.724_27240_OptimizationLevel3,24,0.030358076095581003,23,46,2,4,71,212,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
138,bqskit_dtc_24_9.3547_93547,bqskit_dtc_24_9.3547_93547_1e-08_ScanPartitioner3_QSearch,24,3.652655839920044,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.916666666666667,22.166666666666668,1.916666666666666,3.833333333333333,,False,BQSkit
139,bqskit_dtc_24_9.3547_93547,bqskit_dtc_24_9.3547_93547_1e-08_ScanPartitioner3_LEAP,24,4.114895105361938,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.916666666666667,24.25,1.916666666666666,4.25,,False,BQSkit
140,bqskit_dtc_24_9.3547_93547,bqskit_dtc_24_9.3547_93547_OptimizationLevel3,24,0.098265886306762,23,46,2,4,71,212,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
141,bqskit_dtc_27_4.4229_44229,bqskit_dtc_27_4.4229_44229_1e-08_ScanPartitioner3_QSearch,27,4.254705190658569,26,52,2,4,80,240,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.153846153846154,23.0,2.0,4.0,,False,BQSkit
142,bqskit_dtc_27_4.4229_44229,bqskit_dtc_27_4.4229_44229_1e-08_ScanPartitioner3_LEAP,27,3.389130592346191,26,52,2,4,80,240,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.153846153846154,24.923076923076923,2.0,4.384615384615385,,False,BQSkit
143,bqskit_dtc_27_4.4229_44229,bqskit_dtc_27_4.4229_44229_OptimizationLevel3,27,0.041115045547485005,26,52,2,4,80,239,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
144,bqskit_dtc_36_7.1149_71149,bqskit_dtc_36_7.1149_71149_1e-08_ScanPartitioner3_QSearch,36,4.296854496002197,35,70,2,4,107,321,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.944444444444445,22.444444444444443,1.9444444444444442,3.8888888888888893,,False,BQSkit
